Wall time,Step,Value
1679241544.1868844,0,108.713134765625
1679241544.1869218,1,61.03970718383789
1679241544.1869488,2,76.19466400146484
1679241544.1870039,3,47.05738830566406
1679241544.1870263,4,60.479644775390625
1679241544.1870623,5,51.367431640625
1679241544.1870832,6,125.58026123046875
1679241544.1871042,7,75.39105987548828
1679241544.187125,8,55.72679901123047
1679241544.1871452,9,53.7130126953125
1679241544.187166,10,59.87826919555664
1679241544.1873155,11,49.657379150390625
1679241544.1875448,12,9.631205558776855
1679241544.187576,13,97.43059539794922
1679241544.1876767,14,71.19165802001953
1679241544.1877904,15,63.71641540527344
1679241544.1879106,16,49.00225830078125
1679241544.1879692,17,93.80631256103516
1679241544.1880245,18,79.51274108886719
1679241544.1880789,19,91.212646484375
1679241544.1881325,20,53.838043212890625
1679241544.188186,21,54.23889923095703
1679241544.1882398,22,57.21894836425781
1679241544.1882935,23,116.83404541015625
1679241544.1883466,24,111.91275787353516
1679241544.1883996,25,49.36762237548828
1679241544.188453,26,77.55619049072266
1679241544.1885056,27,36.1657600402832
1679241544.188559,28,79.79301452636719
1679241544.188612,29,108.76016235351562
1679241544.1887157,30,65.5859603881836
1679241544.1887689,31,92.25602722167969
1679241544.1888225,32,76.0015640258789
1679241544.1888766,33,99.11485290527344
1679241544.188929,34,75.13202667236328
1679241544.1889818,35,66.18537139892578
1679241544.1890342,36,110.62596130371094
1679241544.1890864,37,113.3342056274414
1679241544.1891394,38,47.969058990478516
1679241544.1891918,39,91.9404525756836
1679241544.1892438,40,72.83037567138672
1679241544.1892965,41,83.53186798095703
1679241544.189363,42,74.9639892578125
1679241544.1894145,43,63.633541107177734
1679241544.1894655,44,82.68384552001953
1679241544.1895168,45,43.70491027832031
1679241544.189568,46,71.64132690429688
1679241544.1896193,47,89.60122680664062
1679241544.1896703,48,58.96953201293945
1679241544.189722,49,102.94415283203125
1679241544.189773,50,49.351871490478516
1679241544.1898246,51,108.3994369506836
1679241544.1898763,52,96.45799255371094
1679241544.1899273,53,59.204952239990234
1679241544.1899786,54,62.282745361328125
1679241544.1900299,55,61.64827346801758
1679241544.1900814,56,104.80622863769531
1679241544.190133,57,112.92230987548828
1679241544.1901844,58,83.24250030517578
1679241544.1902359,59,96.19216918945312
1679241544.190287,60,49.242557525634766
1679241544.1903386,61,88.11325073242188
1679241544.1903894,62,113.37957000732422
1679241544.190441,63,79.90489959716797
1679241544.1904924,64,45.097755432128906
1679241544.190544,65,85.05062103271484
1679241544.1905954,66,33.47111511230469
1679241544.190647,67,46.06492614746094
1679241544.1906984,68,96.19522857666016
1679241544.1907501,69,64.22886657714844
1679241544.1908016,70,120.51197814941406
1679241544.1908526,71,55.990867614746094
1679241544.190904,72,70.67868041992188
1679241544.1909552,73,44.34926986694336
1679241544.1910064,74,38.93806457519531
1679241544.1910577,75,96.6959228515625
1679241544.191109,76,64.7371826171875
1679241544.19116,77,49.56894302368164
1679241544.1912115,78,112.65591430664062
1679241544.191263,79,116.96882629394531
1679241544.1913145,80,60.53468704223633
1679241544.1913662,81,106.49176788330078
1679241544.1914177,82,77.9280776977539
1679241544.191469,83,109.41626739501953
1679241544.1915207,84,71.79320526123047
1679241544.1915722,85,117.09178161621094
1679241544.1916242,86,100.87236022949219
1679241544.1916754,87,60.118778228759766
1679241544.1917267,88,93.94670867919922
1679241544.1917775,89,73.53407287597656
1679241544.1918285,90,114.7416763305664
1679241544.1918805,91,50.52854919433594
1679241544.191932,92,126.98992156982422
1679241544.1919832,93,107.9534683227539
1679241544.1920345,94,50.23652267456055
1679241544.1920855,95,105.0398941040039
1679241544.1921368,96,108.71062469482422
1679241544.1921875,97,101.29243469238281
1679241544.1922386,98,54.32607650756836
1679241544.1922898,99,86.1153335571289
1679241544.1923413,100,104.2132797241211
1679241544.1923923,101,51.46005630493164
1679241544.1924436,102,56.17707824707031
