Wall time,Step,Value
1679292083.384671,0,0.0
1679292083.38471,1,0.0
1679292083.3848476,2,1.0
1679292083.3848875,3,1.0
1679292083.3849108,4,0.0
1679292083.3849306,5,0.0
1679292083.3849604,6,1.0
1679292083.3849807,7,0.0
1679292083.3849998,8,0.0
1679292083.385018,9,0.0
1679292083.3850362,10,0.0
1679292083.3851128,11,0.0
1679292083.3852203,12,0.0
1679292083.3853087,13,0.0
1679292083.385391,14,0.0
1679292083.385472,15,0.0
1679292083.3855524,16,0.0
1679292083.3856459,17,1.0
1679292083.3857396,18,1.0
1679292083.3858325,19,1.0
1679292083.3859165,20,0.0
1679292083.3860097,21,1.0
1679292083.3860931,22,0.0
1679292083.386186,23,1.0
1679292083.3862689,24,0.0
1679292083.386362,25,1.0
1679292083.386446,26,0.0
1679292083.3865407,27,1.0
1679292083.3866346,28,1.0
1679292083.3867178,29,0.0
1679292083.3868108,30,0.0
1679292083.3869243,31,0.0
1679292083.3870192,32,1.0
1679292083.3871047,33,0.0
1679292083.38721,34,1.0
1679292083.3873067,35,1.0
1679292083.387402,36,1.0
1679292083.387486,37,0.0
1679292083.3875685,38,0.0
1679292083.3876507,39,0.0
1679292083.3877337,40,0.0
1679292083.3878155,41,0.0
1679292083.387897,42,0.0
1679292083.3879912,43,1.0
1679292083.3880756,44,0.0
1679292083.3881576,45,0.0
1679292083.38824,46,0.0
1679292083.3883226,47,0.0
1679292083.388405,48,0.0
1679292083.3884988,49,1.0
1679292083.3885825,50,0.0
1679292083.3886874,51,1.0
1679292083.3887837,52,1.0
1679292083.388877,53,1.0
1679292083.388971,54,1.0
1679292083.3890553,55,0.0
1679292083.3891509,56,1.0
1679292083.389235,57,0.0
1679292083.38933,58,1.0
1679292083.3894248,59,1.0
1679292083.3895187,60,1.0
1679292083.389614,61,1.0
1679292083.3897085,62,1.0
1679292083.3897922,63,0.0
1679292083.389876,64,0.0
1679292083.3899684,65,1.0
1679292083.3900511,66,0.0
1679292083.3901324,67,0.0
1679292083.3902285,68,1.0
1679292083.3903255,69,1.0
1679292083.3904202,70,1.0
1679292083.3905046,71,0.0
1679292083.3905976,72,1.0
1679292083.3906817,73,0.0
1679292083.3907638,74,0.0
1679292083.3908594,75,0.0
1679292083.390955,76,1.0
1679292083.3910546,77,1.0
1679292083.3911533,78,1.0
1679292083.3912504,79,1.0
1679292083.3913462,80,1.0
1679292083.3914316,81,0.0
1679292083.3915172,82,0.0
1679292083.3916008,83,0.0
1679292083.3916836,84,0.0
1679292083.3917673,85,0.0
1679292083.3918595,86,0.0
1679292083.391953,87,1.0
1679292083.392047,88,0.0
1679292083.3921306,89,0.0
1679292083.3922324,90,1.0
1679292083.392375,91,1.0
1679292083.3924673,92,0.0
1679292083.392539,93,0.0
1679292083.3926306,94,1.0
1679292083.3927174,95,0.0
1679292083.3927987,96,1.0
1679292083.392879,97,1.0
1679292083.3929482,98,0.0
1679292083.393028,99,1.0
1679292083.3930984,100,0.0
1679292083.3931718,101,0.0
1679292083.393236,102,0.0
1679292083.393318,103,1.0
1679292083.393398,104,1.0
1679292083.3934784,105,1.0
1679292083.3935463,106,0.0
1679292083.393628,107,1.0
1679292083.3937156,108,1.0
1679292083.3937907,109,0.0
1679292083.3938754,110,1.0
1679292083.3939483,111,0.0
1679292083.39402,112,0.0
1679292083.3940973,113,0.0
1679292083.3941767,114,0.0
1679292083.3942668,115,0.0
1679292083.394347,116,0.0
1679292083.3944538,117,1.0
1679292083.3945367,118,0.0
1679292083.3946328,119,1.0
1679292083.3947272,120,1.0
1679292083.394815,121,1.0
1679292083.3949013,122,1.0
1679292083.3949735,123,0.0
1679292083.3950481,124,1.0
1679292083.3951128,125,0.0
1679292083.395175,126,0.0
1679292083.3952625,127,1.0
1679292083.3953457,128,1.0
1679292083.3954234,129,1.0
1679292083.3955076,130,0.0
1679292083.395582,131,0.0
1679292083.3956542,132,0.0
1679292083.3957329,133,1.0
1679292083.395807,134,1.0
1679292083.3958812,135,1.0
1679292083.3959718,136,1.0
1679292083.3960505,137,0.0
1679292083.3961258,138,0.0
1679292083.396213,139,1.0
1679292083.3962872,140,0.0
1679292083.3963537,141,0.0
1679292083.3964279,142,1.0
1679292083.396494,143,0.0
1679292083.3965633,144,0.0
1679292083.3966477,145,0.0
1679292083.396733,146,1.0
1679292083.3968146,147,1.0
1679292083.3968885,148,1.0
1679292083.3969553,149,0.0
1679292083.397019,150,0.0
1679292083.3970923,151,1.0
1679292083.3971672,152,0.0
1679292083.3972492,153,1.0
1679292083.397329,154,1.0
1679292083.3974,155,0.0
1679292083.3974986,156,0.0
1679292083.3975968,157,0.0
1679292083.397682,158,0.0
1679292083.3977642,159,0.0
1679292083.3978462,160,0.0
1679292083.3979273,161,0.0
1679292083.398008,162,0.0
1679292083.3981018,163,1.0
1679292083.3981848,164,0.0
1679292083.3982782,165,1.0
1679292083.3983612,166,0.0
1679292083.3984535,167,1.0
1679292083.3985364,168,0.0
1679292083.3986185,169,0.0
1679292083.3987002,170,0.0
1679292083.3987808,171,0.0
1679292083.3988743,172,1.0
1679292083.3989677,173,0.0
1679292083.3990612,174,1.0
1679292083.3991444,175,0.0
1679292083.3992367,176,1.0
1679292083.3993294,177,1.0
1679292083.3994222,178,1.0
1679292083.399516,179,1.0
1679292083.3995993,180,0.0
1679292083.3996806,181,0.0
1679292083.3997726,182,1.0
1679292083.399856,183,0.0
1679292083.3999374,184,0.0
1679292083.4000292,185,1.0
1679292083.4001226,186,1.0
1679292083.4002063,187,0.0
1679292083.4002876,188,0.0
1679292083.400369,189,0.0
1679292083.4004617,190,1.0
1679292083.4005544,191,1.0
1679292083.4006448,192,0.0
1679292083.4007382,193,1.0
1679292083.400832,194,1.0
1679292083.4009154,195,0.0
1679292083.4009967,196,0.0
1679292083.401077,197,0.0
1679292083.401158,198,0.0
1679292083.4012392,199,0.0
1679292083.401331,200,1.0
1679292083.4014246,201,1.0
1679292083.4015083,202,0.0
1679292083.4015903,203,0.0
1679292083.4016783,204,0.0
1679292083.4017715,205,1.0
1679292083.401854,206,0.0
1679292083.4019346,207,0.0
1679292083.4020274,208,1.0
1679292083.402121,209,1.0
1679292083.4022143,210,1.0
1679292083.402298,211,0.0
1679292083.4023788,212,0.0
1679292083.4024704,213,1.0
1679292083.402554,214,0.0
1679292083.4026365,215,0.0
1679292083.4027183,216,0.0
1679292083.402812,217,1.0
1679292083.4028957,218,0.0
1679292083.402977,219,0.0
1679292083.4030704,220,1.0
1679292083.403165,221,1.0
1679292083.403259,222,1.0
1679292083.4033537,223,1.0
1679292083.4034476,224,1.0
1679292083.4035418,225,1.0
1679292083.403626,226,0.0
1679292083.4037194,227,1.0
1679292083.403803,228,0.0
1679292083.4038978,229,1.0
1679292083.4039922,230,1.0
1679292083.4040751,231,0.0
1679292083.4041667,232,1.0
1679292083.4042544,233,0.0
1679292083.404348,234,1.0
1679292083.4044435,235,1.0
1679292083.4045382,236,1.0
1679292083.4046347,237,0.0
1679292083.4047308,238,1.0
1679292083.4048247,239,1.0
1679292083.40492,240,1.0
1679292083.4050066,241,0.0
1679292083.4050927,242,0.0
1679292083.4051917,243,1.0
1679292083.4052773,244,0.0
1679292083.40536,245,0.0
1679292083.4054418,246,0.0
1679292083.4055388,247,0.0
1679292083.4056342,248,0.0
1679292083.4057295,249,1.0
1679292083.4058244,250,1.0
1679292083.4059207,251,1.0
1679292083.4060035,252,0.0
1679292083.4060967,253,0.0
1679292083.406181,254,0.0
1679292083.4062772,255,1.0
1679292083.406379,256,0.0
1679292083.4064643,257,0.0
1679292083.4065502,258,0.0
1679292083.4066448,259,1.0
1679292083.40673,260,0.0
1679292083.4068131,261,0.0
1679292083.4068968,262,0.0
1679292083.4069839,263,0.0
1679292083.4070673,264,0.0
1679292083.407164,265,1.0
1679292083.40725,266,0.0
1679292083.4073412,267,0.0
1679292083.4074388,268,1.0
1679292083.4075248,269,0.0
1679292083.4076202,270,1.0
1679292083.4077055,271,0.0
1679292083.4077902,272,0.0
1679292083.407873,273,0.0
1679292083.407968,274,1.0
1679292083.408053,275,0.0
1679292083.4081364,276,0.0
1679292083.408231,277,1.0
1679292083.4083266,278,1.0
1679292083.408411,279,0.0
1679292083.4084947,280,0.0
1679292083.4085886,281,0.0
1679292083.4087048,282,1.0
1679292083.4088018,283,0.0
1679292083.4088976,284,0.0
1679292083.4089828,285,0.0
1679292083.4090652,286,0.0
1679292083.4091468,287,0.0
1679292083.4092295,288,0.0
1679292083.4093242,289,1.0
1679292083.4094195,290,1.0
1679292083.4095044,291,0.0
1679292083.409587,292,0.0
1679292083.4096694,293,0.0
1679292083.4097521,294,0.0
1679292083.409834,295,0.0
1679292083.4099288,296,1.0
1679292083.4100246,297,1.0
1679292083.4101205,298,1.0
1679292083.410223,299,1.0
1679292083.4103186,300,1.0
1679292083.4104033,301,0.0
1679292083.4104981,302,1.0
1679292083.410583,303,0.0
1679292083.4106662,304,0.0
1679292083.4107602,305,1.0
1679292083.410845,306,0.0
1679292083.410928,307,0.0
1679292083.411011,308,0.0
1679292083.411094,309,0.0
1679292083.4111764,310,0.0
1679292083.4112592,311,0.0
1679292083.4113538,312,1.0
1679292083.4114377,313,0.0
1679292083.4115326,314,0.0
1679292083.4116282,315,1.0
1679292083.4117131,316,0.0
1679292083.411808,317,1.0
1679292083.4118927,318,0.0
1679292083.4119751,319,0.0
1679292083.4120576,320,0.0
1679292083.4121528,321,1.0
1679292083.4122488,322,1.0
1679292083.412334,323,0.0
1679292083.412429,324,1.0
1679292083.4125142,325,0.0
1679292083.4125981,326,0.0
1679292083.4126897,327,0.0
1679292083.412789,328,1.0
1679292083.4128878,329,1.0
1679292083.4129848,330,1.0
1679292083.4130816,331,1.0
1679292083.4131677,332,0.0
1679292083.4132633,333,1.0
1679292083.4133599,334,0.0
1679292083.4134474,335,0.0
1679292083.4135442,336,1.0
1679292083.4136412,337,1.0
1679292083.4137378,338,1.0
1679292083.4138238,339,0.0
1679292083.4139082,340,0.0
1679292083.4140027,341,1.0
1679292083.4140885,342,0.0
1679292083.4141848,343,1.0
1679292083.4142811,344,0.0
1679292083.4143794,345,1.0
1679292083.4144685,346,0.0
1679292083.414555,347,0.0
1679292083.4146402,348,0.0
1679292083.4147246,349,0.0
1679292083.4148088,350,0.0
1679292083.414906,351,1.0
1679292083.4149916,352,0.0
1679292083.4150753,353,0.0
1679292083.415161,354,0.0
1679292083.4152448,355,0.0
1679292083.4153283,356,0.0
1679292083.4154253,357,1.0
1679292083.4155254,358,1.0
1679292083.4156122,359,0.0
1679292083.4156976,360,0.0
1679292083.4157827,361,0.0
1679292083.415879,362,1.0
1679292083.415977,363,1.0
1679292083.4160733,364,1.0
1679292083.41617,365,1.0
1679292083.4162679,366,0.0
1679292083.416353,367,0.0
1679292083.4164486,368,1.0
1679292083.4165454,369,1.0
1679292083.4166613,370,1.0
1679292083.4167628,371,1.0
1679292083.4168606,372,1.0
1679292083.4169464,373,0.0
1679292083.4170465,374,1.0
1679292083.4171438,375,1.0
1679292083.4172297,376,0.0
1679292083.4173157,377,0.0
1679292083.417428,378,0.0
1679292083.4175298,379,1.0
1679292083.4176185,380,0.0
1679292083.4177043,381,0.0
1679292083.4177895,382,0.0
1679292083.4178846,383,1.0
1679292083.4179735,384,0.0
1679292083.418071,385,1.0
1679292083.4181683,386,1.0
1679292083.4182663,387,1.0
1679292083.418352,388,0.0
1679292083.418435,389,0.0
1679292083.4185302,390,1.0
1679292083.418616,391,0.0
1679292083.4187005,392,0.0
1679292083.4187958,393,1.0
1679292083.4188926,394,1.0
1679292083.4189966,395,1.0
1679292083.4190922,396,1.0
1679292083.4191768,397,0.0
1679292083.419273,398,1.0
1679292083.4193704,399,1.0
1679292083.4194577,400,0.0
1679292083.4195545,401,1.0
1679292083.419651,402,1.0
1679292083.4197493,403,1.0
1679292083.4198463,404,1.0
1679292083.4199445,405,0.0
1679292083.4200313,406,0.0
1679292083.4201257,407,1.0
1679292083.4202106,408,0.0
1679292083.4203098,409,1.0
1679292083.420408,410,1.0
1679292083.4205055,411,1.0
1679292083.4206028,412,1.0
1679292083.420713,413,1.0
1679292083.4208105,414,1.0
1679292083.420897,415,0.0
1679292083.420983,416,0.0
1679292083.4210799,417,1.0
1679292083.4211805,418,1.0
1679292083.421269,419,0.0
1679292083.4213674,420,1.0
1679292083.4214664,421,1.0
1679292083.4215539,422,0.0
1679292083.421653,423,1.0
1679292083.4217517,424,1.0
1679292083.421851,425,1.0
1679292083.421946,426,1.0
1679292083.4220312,427,0.0
1679292083.4221148,428,0.0
1679292083.4221992,429,0.0
1679292083.422283,430,0.0
1679292083.4223661,431,0.0
1679292083.4224627,432,1.0
1679292083.4225583,433,1.0
1679292083.4226546,434,0.0
1679292083.42275,435,1.0
1679292083.4228451,436,1.0
1679292083.4229305,437,0.0
1679292083.4230134,438,0.0
1679292083.4231074,439,1.0
1679292083.4232032,440,1.0
1679292083.4232886,441,0.0
1679292083.4233847,442,1.0
1679292083.4234695,443,0.0
1679292083.4235642,444,1.0
1679292083.42365,445,0.0
1679292083.4237335,446,0.0
1679292083.4238155,447,0.0
1679292083.4238982,448,0.0
1679292083.4239929,449,1.0
1679292083.424088,450,1.0
1679292083.4241831,451,1.0
1679292083.4242783,452,1.0
1679292083.424374,453,1.0
1679292083.4244692,454,1.0
1679292083.4245543,455,0.0
1679292083.424658,456,1.0
1679292083.4247549,457,1.0
1679292083.4248407,458,0.0
1679292083.4249234,459,0.0
1679292083.4250057,460,0.0
1679292083.4250884,461,0.0
1679292083.4251716,462,0.0
1679292083.4252543,463,0.0
1679292083.425337,464,0.0
1679292083.4254196,465,0.0
1679292083.4255028,466,0.0
1679292083.4255974,467,1.0
1679292083.4256935,468,1.0
1679292083.4258235,469,0.0
1679292083.425957,470,1.0
1679292083.4259872,471,0.0
1679292083.4260514,472,0.0
1679292083.426112,473,0.0
1679292083.4261708,474,0.0
1679292083.426243,475,1.0
1679292083.4263031,476,0.0
1679292083.4263618,477,0.0
1679292083.4264312,478,1.0
1679292083.4264908,479,0.0
1679292083.4265504,480,0.0
1679292083.426608,481,0.0
1679292083.4266765,482,1.0
1679292083.4267352,483,0.0
1679292083.4268038,484,1.0
1679292083.4268634,485,0.0
1679292083.4269214,486,0.0
1679292083.4269893,487,1.0
1679292083.4270484,488,0.0
1679292083.4271169,489,1.0
1679292083.4271936,490,1.0
1679292083.427262,491,1.0
1679292083.42733,492,1.0
1679292083.4273896,493,0.0
1679292083.4274616,494,1.0
1679292083.4275217,495,0.0
1679292083.4275894,496,1.0
1679292083.4276574,497,0.0
1679292083.4277399,498,1.0
1679292083.4278018,499,0.0
1679292083.4278607,500,0.0
1679292083.4279187,501,0.0
1679292083.4279773,502,0.0
1679292083.4280345,503,0.0
1679292083.428092,504,0.0
1679292083.4281595,505,1.0
1679292083.4282265,506,1.0
1679292083.4282942,507,1.0
1679292083.428353,508,0.0
1679292083.4284112,509,0.0
1679292083.4284787,510,1.0
1679292083.4285376,511,0.0
1679292083.4285948,512,0.0
1679292083.428676,513,0.0
1679292083.428738,514,0.0
1679292083.4287968,515,0.0
1679292083.4288578,516,0.0
1679292083.428927,517,0.0
1679292083.4289858,518,0.0
1679292083.429044,519,0.0
1679292083.4291124,520,1.0
1679292083.4291823,521,1.0
1679292083.429242,522,0.0
1679292083.4293096,523,1.0
1679292083.4293776,524,1.0
1679292083.4294448,525,1.0
1679292083.4295042,526,0.0
1679292083.4295623,527,0.0
1679292083.4296298,528,1.0
1679292083.4296973,529,1.0
1679292083.4297643,530,1.0
1679292083.4298232,531,0.0
1679292083.4298904,532,1.0
1679292083.4299493,533,0.0
1679292083.430016,534,1.0
1679292083.4300833,535,0.0
1679292083.4301424,536,0.0
1679292083.4302094,537,1.0
1679292083.4302776,538,1.0
1679292083.4303472,539,1.0
1679292083.430406,540,0.0
1679292083.430475,541,1.0
1679292083.4305341,542,0.0
1679292083.4306018,543,-1.0
1679292083.4306612,544,0.0
1679292083.430719,545,0.0
1679292083.4307868,546,1.0
1679292083.430856,547,1.0
1679292083.430915,548,0.0
1679292083.4309735,549,0.0
